10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,
1705323001,Bunog,175323001,Bgy,,,,R,2868,,3124,
1705323002,Campong Ulay,175323002,Bgy,,,,R,2057,,2711,
1705323003,Candawaga,175323003,Bgy,,,,U,5771,,6330,
1705323004,Canipaan,175323004,Bgy,,,,R,2374,,2969,
1705323005,Culasian,175323005,Bgy,,,,R,2620,,3059,
1705323006,Iraan,175323006,Bgy,,,,U,6780,,7232,
1705323007,Latud,175323007,Bgy,,,,R,2156,,2610,
1705323008,Panalingaan,175323008,Bgy,,,,R,4556,,4728,
1705323009,Punta Baja,175323009,Bgy,,,,U,10594,,12185,
1705323010,Ransang,175323010,Bgy,,,,U,4983,,5339,
1705323011,Taburi,175323011,Bgy,,,,U,5337,,5875,
1705324000,Sofronio Española,175324000,Mun,,,2nd,,32876,,37416,
1705324001,Abo-abo,175324001,Bgy,,,,R,2596,,3037,
1705324002,Iraray,175324002,Bgy,,,,R,2925,,3186,
1705324003,Isumbo,175324003,Bgy,,,,R,2127,,2457,
1705324004,Labog,175324004,Bgy,,,,R,3534,,4194,
1705324005,Panitian,175324005,Bgy,,,,U,5274,,6187,
1705324006,Pulot Center,175324006,Bgy,,,,U,5789,,7159,
1705324007,Pulot Interior,175324007,Bgy,Pulot II,,,R,3060,,3116,
1705324008,Pulot Shore,175324008,Bgy,Pulot I,,,R,4523,,4960,
1705324009,Punang,175324009,Bgy,,,,R,3048,,3120,
1705900000,Romblon,175900000,Prov,,,3rd,,292781,,308985,
1705901000,Alcantara,175901000,Mun,,,5th,,16351,,17171,
1705901001,Bonlao,175901001,Bgy,,,,R,1239,,1346,
1705901002,Calagonsao,175901002,Bgy,,,,R,1236,,1252,
1705901003,Camili,175901003,Bgy,,,,R,1623,,1833,
1705901004,Comod-om,175901004,Bgy,,,,R,937,,924,
1705901005,Madalag,175901005,Bgy,,,,R,1313,,1402,
1705901006,Poblacion,175901006,Bgy,,,,R,2108,,2119,
1705901007,San Isidro,175901007,Bgy,,,,R,1061,,1096,
1705901008,Tugdan,175901008,Bgy,,,,R,2712,,2780,
1705901009,Bagsik,175901009,Bgy,,,,R,986,,1070,
1705901010,Gui-ob,175901010,Bgy,,,,R,1439,,1508,
1705901011,Lawan,175901011,Bgy,,,,R,697,,783,
1705901012,San Roque,175901012,Bgy,,,,R,1000,,1058,
1705902000,Banton,175902000,Mun,,,5th,,5536,,5737,
1705902001,Balogo,175902001,Bgy,,,,R,450,,401,
1705902002,Banice,175902002,Bgy,,,,R,382,,343,
1705902004,Hambi-an,175902004,Bgy,,,,R,291,,255,
1705902005,Lagang,175902005,Bgy,,,,R,65,,101,
1705902006,Libtong,175902006,Bgy,,,,R,239,,198,
1705902007,Mainit,175902007,Bgy,,,,R,342,,361,
1705902008,Nabalay,175902008,Bgy,,,,R,83,,94,
1705902009,Nasunogan,175902009,Bgy,,,,R,320,,286,
1705902010,Poblacion,175902010,Bgy,,,,R,1173,,1336,
1705902011,Sibay,175902011,Bgy,,,,R,367,,335,
1705902012,Tan-Ag,175902012,Bgy,,,,R,278,,334,
1705902013,Toctoc,175902013,Bgy,,,,R,135,,183,
1705902014,Togbongan,175902014,Bgy,,,,R,67,,104,
1705902015,Togong,175902015,Bgy,,,,R,362,,371,
1705902016,Tungonan,175902016,Bgy,,,,R,333,,368,
1705902017,Tumalum,175902017,Bgy,,,,R,322,,351,
1705902018,Yabawon,175902018,Bgy,,,,R,327,,316,
1705903000,Cajidiocan,175903000,Mun,,,4th,,21861,,23259,
1705903001,Alibagon,175903001,Bgy,,,,R,605,,712,
1705903002,Cambajao,175903002,Bgy,,,,R,2446,,2466,
1705903003,Cambalo,175903003,Bgy,,,,R,2038,,2217,
1705903004,Cambijang,175903004,Bgy,,,,R,1708,,1744,
1705903005,Cantagda,175903005,Bgy,,,,R,1383,,1420,
1705903006,Danao,175903006,Bgy,,,,R,2876,,3111,
1705903007,Gutivan,175903007,Bgy,,,,R,1192,,1232,
1705903008,Lico,175903008,Bgy,,,,R,695,,718,
1705903009,Lumbang Este,175903009,Bgy,,,,R,694,,769,
1705903010,Lumbang Weste,175903010,Bgy,,,,R,1521,,1656,
1705903011,Marigondon,175903011,Bgy,,,,R,1635,,1801,
1705903012,Poblacion,175903012,Bgy,,,,R,1724,,1838,
1705903013,Sugod,175903013,Bgy,,,,R,1978,,2038,
1705903014,Taguilos,175903014,Bgy,,,,R,1366,,1537,
1705904000,Calatrava,175904000,Mun,,,5th,,10275,,11342,
1705904001,Balogo,175904001,Bgy,,,,R,1700,,2052,
1705904002,Linao,175904002,Bgy,,,,R,1511,,1624,
1705904003,Poblacion,175904003,Bgy,,,,R,1746,,1764,
1705904004,Pagsangahan,175904004,Bgy,,,,R,810,,880,
1705904005,Pangulo,175904005,Bgy,,,,R,1674,,1750,
1705904006,San Roque,175904006,Bgy,,,,R,1587,,1927,
1705904007,Talisay,175904007,Bgy,,,,R,1247,,1345,
1705905000,Concepcion,175905000,Mun,,,6th,,4037,,3561,
1705905002,Bachawan,175905002,Bgy,,,,R,464,,358,
1705905003,Calabasahan,175905003,Bgy,,,,R,587,,568,
1705905004,Dalajican,175905004,Bgy,,,,R,346,,295,
1705905005,Masudsud,175905005,Bgy,,,,R,370,,268,
1705905006,Poblacion,175905006,Bgy,,,,R,910,,866,
1705905007,Sampong,175905007,Bgy,,,,R,397,,333,
1705905008,San Pedro,175905008,Bgy,Agbatang,,,R,448,,434,
1705905009,San Vicente,175905009,Bgy,,,,R,263,,257,
1705905010,Masadya,175905010,Bgy,,,,R,252,,182,
1705906000,Corcuera,175906000,Mun,,,5th,,10283,,10112,
1705906001,Alegria,175906001,Bgy,,,,R,1720,,1638,
1705906002,Ambulong,175906002,Bgy,,,,R,487,,509,
1705906003,Colongcolong,175906003,Bgy,,,,R,710,,700,
1705906004,Gobon,175906004,Bgy,,,,R,673,,683,
1705906005,Guintiguiban,175906005,Bgy,,,,R,289,,320,
1705906006,Ilijan,175906006,Bgy,,,,R,848,,788,
1705906007,Labnig,175906007,Bgy,,,,R,487,,491,
1705906008,Mabini,175906008,Bgy,,,,R,298,,298,
1705906009,Mahaba,175906009,Bgy,,,,R,760,,727,
1705906010,Mangansag,175906010,Bgy,,,,R,962,,962,
1705906011,Poblacion,175906011,Bgy,,,,R,513,,570,
1705906013,San Agustin,175906013,Bgy,,,,R,552,,539,
1705906014,San Roque,175906014,Bgy,,,,R,960,,938,
1705906015,San Vicente,175906015,Bgy,,,,R,514,,491,
1705906016,Tacasan,175906016,Bgy,,,,R,510,,458,
1705907000,Looc,175907000,Mun,,,4th,,22262,,21799,
1705907001,Agojo,175907001,Bgy,,,,R,1753,,1699,
1705907002,Balatucan,175907002,Bgy,,,,R,1088,,1077,
1705907003,Buenavista,175907003,Bgy,,,,R,1409,,1237,
1705907004,Camandag,175907004,Bgy,,,,R,2007,,2046,
1705907005,Guinhayaan,175907005,Bgy,,,,R,1534,,1582,
1705907006,Limon Norte,175907006,Bgy,,,,R,1980,,2065,
1705907007,Limon Sur,175907007,Bgy,,,,R,2468,,2134,
1705907008,Manhac,175907008,Bgy,,,,R,1368,,1262,
1705907009,Pili,175907009,Bgy,,,,R,1072,,1201,
1705907011,Poblacion,175907011,Bgy,,,,R,3370,,3270,
1705907012,Punta,175907012,Bgy,,,,R,2995,,3091,
1705907013,Tuguis,175907013,Bgy,,,,R,1218,,1135,
1705908000,Magdiwang,175908000,Mun,,,5th,,14142,,15385,
1705908001,Agsao,175908001,Bgy,,,,R,782,,826,
1705908002,Agutay,175908002,Bgy,,,,R,1616,,1721,
1705908003,Ambulong,175908003,Bgy,,,,R,1195,,1255,
1705908004,Dulangan,175908004,Bgy,,,,R,1621,,1812,
1705908005,Ipil,175908005,Bgy,,,,R,1716,,1747,
1705908006,Jao-asan,175908006,Bgy,,,,R,964,,1175,
1705908007,Poblacion,175908007,Bgy,,,,R,2586,,2643,
1705908008,Silum,175908008,Bgy,,,,R,718,,952,
1705908009,Tampayan,175908009,Bgy,,,,R,2944,,3254,
1705909000,Odiongan,175909000,Mun,,,2nd,,45367,,49284,
1705909002,Amatong,175909002,Bgy,,,,R,1272,,1497,
1705909003,Anahao,175909003,Bgy,,,,R,1997,,2186,
1705909004,Bangon,175909004,Bgy,,,,R,1364,,1689,
1705909005,Batiano,175909005,Bgy,,,,R,2008,,2246,
1705909006,Budiong,175909006,Bgy,,,,R,2596,,2802,
1705909008,Canduyong,175909008,Bgy,,,,R,1790,,2097,
1705909010,Dapawan,175909010,Bgy,,,,U,4126,,4334,
1705909012,Gabawan,175909012,Bgy,,,,R,2587,,3068,
1705909014,Libertad,175909014,Bgy,,,,R,2347,,2522,
1705909015,Malilico,175909015,Bgy,,,,R,950,,980,
1705909016,Mayha,175909016,Bgy,,,,R,1181,,1458,
1705909017,Panique,175909017,Bgy,,,,R,2713,,2929,
1705909018,Pato-o,175909018,Bgy,,,,R,2862,,3119,
1705909020,Ligaya ,175909020,Bgy,,,,R,1035,,1069,
1705909021,Liwanag ,175909021,Bgy,,,,U,1047,,540,
1705909022,Poctoy,175909022,Bgy,,,,U,2370,,2450,
1705909023,Progreso Este,175909023,Bgy,,,,R,1441,,1622,
1705909024,Progreso Weste,175909024,Bgy,,,,R,861,,847,
1705909025,Rizal,175909025,Bgy,,,,R,1715,,1981,
1705909026,Tabing Dagat ,175909026,Bgy,,,,R,1117,,1054,
1705909027,Tabobo-an,175909027,Bgy,,,,R,1322,,1432,
1705909029,Tulay,175909029,Bgy,,,,R,1999,,2378,
1705909030,Tumingad,175909030,Bgy,,,,R,2222,,2432,
1705909031,Liwayway ,175909031,Bgy,,,,U,729,,475,
1705909032,Tuburan,175909032,Bgy,,,,R,1716,,2077,
1705910000,Romblon ,175910000,Mun,,,3rd,,38758,,40554,
1705910001,Agbaluto,175910001,Bgy,,,,R,680,,805,
1705910002,Agpanabat,175910002,Bgy,,,,R,920,,913,
1705910003,Agbudia,175910003,Bgy,,,,R,631,,618,
1705910004,Agnaga,175910004,Bgy,,,,R,949,,973,
1705910005,Agnay,175910005,Bgy,,,,R,733,,742,
1705910006,Agnipa,175910006,Bgy,,,,R,1115,,1110,
1705910007,Agtongo,175910007,Bgy,,,,R,1523,,1483,
1705910008,Alad,175910008,Bgy,,,,R,1855,,2067,
1705910009,Bagacay,175910009,Bgy,,,,R,2663,,2652,
1705910010,Cajimos,175910010,Bgy,,,,U,2667,,2846,
1705910011,Calabogo,175910011,Bgy,,,,R,897,,815,
1705910012,Capaclan,175910012,Bgy,,,,R,4444,,4790,
1705910013,Ginablan,175910013,Bgy,,,,R,725,,763,
1705910014,Guimpingan,175910014,Bgy,,,,R,690,,763,
1705910015,Ilauran,175910015,Bgy,,,,R,1625,,1678,
1705910016,Lamao,175910016,Bgy,,,,R,977,,1032,
1705910017,Li-o,175910017,Bgy,,,,R,1323,,1547,
1705910018,Logbon,175910018,Bgy,,,,R,712,,845,
1705910019,Lunas,175910019,Bgy,,,,R,642,,803,
1705910020,Lonos,175910020,Bgy,,,,R,1739,,2048,
1705910021,Macalas,175910021,Bgy,,,,R,1189,,1328,
1705910022,Mapula,175910022,Bgy,,,,R,654,,654,
1705910023,Cobrador,175910023,Bgy,Naguso,,,R,822,,880,
1705910024,Palje,175910024,Bgy,,,,R,587,,624,
1705910025,Barangay I ,175910025,Bgy,,,,R,554,,513,
1705910026,Barangay II ,175910026,Bgy,,,,U,1277,,1225,
1705910027,Barangay III ,175910027,Bgy,,,,R,1360,,1163,
1705910028,Barangay IV ,175910028,Bgy,,,,R,1201,,1172,
1705910029,Sablayan,175910029,Bgy,,,,R,1555,,1566,
1705910030,Sawang,175910030,Bgy,,,,R,1424,,1465,
1705910031,Tambac,175910031,Bgy,,,,R,625,,671,
1705911000,San Agustin,175911000,Mun,,,4th,,22598,,24115,
1705911001,Bachawan,175911001,Bgy,,,,R,1986,,1822,
1705911002,Binonga-an,175911002,Bgy,,,,R,1774,,2183,
1705911004,Buli,175911004,Bgy,,,,R,824,,1061,
1705911005,Cabolutan,175911005,Bgy,,,,R,1795,,1933,
1705911006,Cagbo-aya,175911006,Bgy,,,,R,1398,,1588,
1705911007,Carmen,175911007,Bgy,,,,R,1953,,2083,
1705911008,Cawayan,175911008,Bgy,,,,R,858,,844,
1705911011,Doña Juana,175911011,Bgy,,,,R,2514,,2731,
1705911012,Dubduban,175911012,Bgy,,,,R,2148,,2450,
1705911013,Hinugusan,175911013,Bgy,,,,R,819,,801,
1705911015,Lusong,175911015,Bgy,,,,R,1000,,953,
1705911016,Mahabang Baybay,175911016,Bgy,Long Beach,,,R,2013,,2347,
1705911017,Poblacion,175911017,Bgy,,,,R,1496,,1343,
1705911018,Sugod,175911018,Bgy,,,,R,1515,,1502,
1705911019,Camantaya,175911019,Bgy,,,,R,505,,474,
1705912000,San Andres,175912000,Mun,,,5th,,15589,,15940,
1705912001,Agpudlos,175912001,Bgy,,,,R,1317,,1552,
1705912002,Calunacon,175912002,Bgy,,,,R,1681,,1573,
1705912003,Doña Trinidad,175912003,Bgy,,,,R,614,,589,
1705912004,Linawan,175912004,Bgy,,,,R,1444,,1351,
1705912005,Mabini,175912005,Bgy,,,,R,1421,,1466,
1705912006,Marigondon Norte,175912006,Bgy,,,,R,961,,975,
1705912007,Marigondon Sur,175912007,Bgy,,,,R,1191,,1194,
1705912008,Matutuna,175912008,Bgy,,,,R,1404,,1561,
1705912009,Pag-Alad,175912009,Bgy,,,,R,1173,,1295,
1705912010,Poblacion,175912010,Bgy,,,,R,1563,,1545,
1705912011,Tan-Agan,175912011,Bgy,,,,R,1627,,1572,
1705912012,Victoria,175912012,Bgy,,,,R,589,,659,
1705912013,Juncarlo,175912013,Bgy,,,,R,604,,608,
1705913000,San Fernando,175913000,Mun,,,4th,,23271,,24171,
1705913001,Agtiwa,175913001,Bgy,,,,R,1397,,1327,
1705913002,Azarga,175913002,Bgy,,,,R,1922,,1997,
1705913003,Campalingo,175913003,Bgy,,,,R,1725,,1677,
1705913004,Canjalon,175913004,Bgy,,,,R,1764,,1827,
1705913005,España,175913005,Bgy,,,,R,2191,,2345,
1705913006,Mabini,175913006,Bgy,,,,R,1366,,1379,
1705913007,Mabulo,175913007,Bgy,,,,R,2046,,2054,
1705913008,Otod,175913008,Bgy,,,,R,2000,,2085,
1705913009,Panangcalan,175913009,Bgy,,,,R,1115,,1171,
1705913010,Pili,175913010,Bgy,,,,R,1238,,1357,
1705913011,Poblacion,175913011,Bgy,,,,R,1462,,1485,
1705913012,Taclobo,175913012,Bgy,,,,U,5045,,5467,
1705914000,San Jose,175914000,Mun,,,5th,,10881,,11759,
1705914001,Busay,175914001,Bgy,,,,R,1760,,1832,
1705914002,Combot,175914002,Bgy,,,,R,905,,1133,
1705914003,Lanas,175914003,Bgy,,,,R,2966,,2909,
1705914004,Pinamihagan,175914004,Bgy,,,,R,1852,,1927,
1705914005,Poblacion,175914005,Bgy,Agcogon,,,R,3398,,3958,
1705915000,Santa Fe,175915000,Mun,,,5th,,16098,,17802,
1705915001,Agmanic,175915001,Bgy,,,,R,1729,,1918,
1705915002,Canyayo,175915002,Bgy,,,,R,1552,,1834,
1705915003,Danao Norte,175915003,Bgy,,,,R,1200,,1345,
1705915004,Danao Sur,175915004,Bgy,,,,R,751,,786,
1705915005,Guinbirayan,175915005,Bgy,,,,R,1714,,1810,
1705915006,Guintigbasan,175915006,Bgy,,,,R,741,,754,
1705915007,Magsaysay,175915007,Bgy,,,,R,1409,,1665,
1705915008,Mat-i,175915008,Bgy,,,,R,1191,,1274,
1705915009,Pandan,175915009,Bgy,,,,R,1360,,1616,
1705915010,Poblacion,175915010,Bgy,,,,R,2342,,2555,
1705915011,Tabugon,175915011,Bgy,,,,R,2109,,2245,
1705916000,Ferrol,175916000,Mun,,,6th,,6964,,8005,
1705916001,Agnonoc,175916001,Bgy,,,,R,614,,605,
1705916002,Bunsoran,175916002,Bgy,,,,R,894,,1059,
1705916003,Claro M. Recto,175916003,Bgy,,,,R,660,,738,
1705916004,Poblacion,175916004,Bgy,Ferrol,,,R,1852,,2056,
1705916005,Hinaguman,175916005,Bgy,,,,R,1125,,1451,
1705916006,Tubigon,175916006,Bgy,,,,R,1819,,2096,
1705917000,Santa Maria,175917000,Mun,Imelda,,5th,,8508,,8989,
1705917001,Bonga,175917001,Bgy,,,,R,1184,,1244,
1705917002,Concepcion Norte ,175917002,Bgy,,,,R,2641,,2852,
1705917003,Concepcion Sur,175917003,Bgy,,,,R,2175,,2328,
1705917004,Paroyhog,175917004,Bgy,,,,R,701,,725,
1705917005,Santo Niño,175917005,Bgy,,,,R,1239,,1270,
1705917006,San Isidro,175917006,Bgy,,,,R,568,,570,
0500000000,Region V (Bicol Region),050000000,Reg,,,,,5796989,,6082165,
0500500000,Albay,050500000,Prov,,,1st,,1314826,,1374768,
0500501000,Bacacay,050501000,Mun,,,2nd,,68906,,72485,
0500501001,Baclayon,050501001,Bgy,,,,R,2703,,2849,
0500501002,Banao,050501002,Bgy,,,,R,1491,,1565,
0500501003,Bariw,050501003,Bgy,,,,R,625,,660,
0500501004,Basud,050501004,Bgy,,,,R,1746,,1822,
0500501005,Bayandong,050501005,Bgy,,,,R,1650,,1773,
0500501006,Bonga,050501006,Bgy,Upper,,,U,7649,,7998,
0500501008,Buang,050501008,Bgy,,,,R,1337,,1264,
0500501009,Cabasan,050501009,Bgy,,,,R,2028,,2095,
0500501010,Cagbulacao,050501010,Bgy,,,,R,862,,893,
0500501011,Cagraray,050501011,Bgy,,,,R,703,,854,
0500501012,Cajogutan,050501012,Bgy,,,,R,1130,,1285,
0500501013,Cawayan,050501013,Bgy,,,,R,1247,,1391,
0500501014,Damacan,050501014,Bgy,,,,R,431,,517,
0500501015,Gubat Ilawod,050501015,Bgy,,,,R,1080,,1159,
0500501016,Gubat Iraya,050501016,Bgy,,,,R,1159,,1386,
0500501017,Hindi,050501017,Bgy,,,,R,3800,,4299,
0500501018,Igang,050501018,Bgy,,,,R,2332,,2506,
0500501019,Langaton,050501019,Bgy,,,,R,765,,765,
0500501020,Manaet,050501020,Bgy,,,,R,836,,774,
0500501021,Mapulang Daga,050501021,Bgy,,,,R,453,,487,
0500501022,Mataas,050501022,Bgy,,,,R,518,,577,
0500501023,Misibis,050501023,Bgy,,,,R,1007,,1198,
0500501024,Nahapunan,050501024,Bgy,,,,R,402,,412,
0500501025,Namanday,050501025,Bgy,,,,R,1482,,1415,
0500501026,Namantao,050501026,Bgy,,,,R,778,,739,
0500501027,Napao,050501027,Bgy,,,,R,1883,,1815,
0500501028,Panarayon,050501028,Bgy,,,,U,1848,,2097,
0500501029,Pigcobohan,050501029,Bgy,,,,R,817,,870,
0500501030,Pili Ilawod,050501030,Bgy,,,,R,1522,,1496,
0500501031,Pili Iraya,050501031,Bgy,,,,R,997,,986,
0500501032,Barangay 1 ,050501032,Bgy,,,,R,1308,,1458,
0500501033,Barangay 10 ,050501033,Bgy,,,,R,773,,770,
0500501034,Barangay 11 ,050501034,Bgy,,,,R,197,,180,
0500501035,Barangay 12 ,050501035,Bgy,,,,R,298,,266,
0500501036,Barangay 13 ,050501036,Bgy,,,,R,1315,,1428,
0500501037,Barangay 14 ,050501037,Bgy,,,,R,1237,,1367,
0500501038,Barangay 2 ,050501038,Bgy,,,,R,285,,353,
0500501039,Barangay 3 ,050501039,Bgy,,,,R,545,,591,
0500501040,Barangay 4 ,050501040,Bgy,,,,R,274,,330,
0500501041,Barangay 5 ,050501041,Bgy,,,,R,276,,389,
0500501042,Barangay 6 ,050501042,Bgy,,,,R,248,,324,
0500501043,Barangay 7 ,050501043,Bgy,,,,R,267,,255,
0500501044,Barangay 8 ,050501044,Bgy,,,,R,147,,132,
0500501045,Barangay 9 ,050501045,Bgy,,,,R,646,,636,
0500501046,Pongco,050501046,Bgy,Lower Bonga,,,R,1022,,1026,
0500501048,Busdac,050501048,Bgy,San Jose,,,R,1182,,1038,
0500501049,San Pablo,050501049,Bgy,,,,R,1274,,1258,
0500501050,San Pedro,050501050,Bgy,,,,R,1605,,1805,
0500501051,Sogod,050501051,Bgy,,,,U,4552,,5116,
0500501052,Sula,050501052,Bgy,,,,R,873,,818,
0500501053,Tambilagao,050501053,Bgy,Tambognon,,,R,906,,989,
0500501054,Tambongon,050501054,Bgy,Tambilagao,,,R,795,,751,
0500501055,Tanagan,050501055,Bgy,,,,R,1388,,1149,
0500501056,Uson,050501056,Bgy,,,,R,644,,596,
0500501057,Vinisitahan-Basud,050501057,Bgy,Mainland,,,R,621,,543,
0500501058,Vinisitahan-Napao,050501058,Bgy,lsland,,,R,947,,970,
0500502000,Camalig,050502000,Mun,,,1st,,66904,,72042,
0500502001,Anoling,050502001,Bgy,,,,R,964,,1056,
0500502002,Baligang,050502002,Bgy,,,,R,3389,,3845,
0500502003,Bantonan,050502003,Bgy,,,,R,586,,548,
0500502004,Bariw,050502004,Bgy,,,,R,2047,,2170,
0500502006,Binanderahan,050502006,Bgy,,,,R,583,,595,
0500502007,Binitayan,050502007,Bgy,,,,R,590,,688,
0500502009,Bongabong,050502009,Bgy,,,,R,865,,1013,
0500502010,Cabagñan,050502010,Bgy,,,,R,2820,,2889,
0500502011,Cabraran Pequeño,050502011,Bgy,,,,R,852,,930,
0500502012,Calabidongan,050502012,Bgy,,,,R,717,,724,
0500502013,Comun,050502013,Bgy,,,,R,1704,,1922,
0500502014,Cotmon,050502014,Bgy,,,,R,2750,,2927,
0500502015,Del Rosario,050502015,Bgy,,,,R,842,,908,
0500502016,Gapo,050502016,Bgy,,,,R,1665,,1850,
0500502017,Gotob,050502017,Bgy,,,,R,635,,753,
0500502018,Ilawod,050502018,Bgy,,,,R,2807,,2664,
0500502019,Iluluan,050502019,Bgy,,,,R,1631,,1597,
0500502021,Libod,050502021,Bgy,,,,R,3233,,3539,
0500502022,Ligban,050502022,Bgy,,,,R,714,,769,
0500502023,Mabunga,050502023,Bgy,,,,R,137,,121,
0500502024,Magogon,050502024,Bgy,,,,R,566,,667,
0500502025,Manawan,050502025,Bgy,,,,R,879,,828,
0500502026,Maninila,050502026,Bgy,,,,R,1085,,1139,
0500502027,Mina,050502027,Bgy,,,,R,651,,704,
0500502028,Miti,050502028,Bgy,,,,R,926,,939,
0500502029,Palanog,050502029,Bgy,,,,U,3148,,3465,
0500502030,Panoypoy,050502030,Bgy,,,,R,1304,,1337,
0500502031,Pariaan,050502031,Bgy,,,,R,863,,785,
0500502032,Quinartilan,050502032,Bgy,,,,R,924,,1063,
0500502033,Quirangay,050502033,Bgy,,,,R,2721,,3553,
0500502034,Quitinday,050502034,Bgy,,,,R,259,,260,
0500502035,Salugan,050502035,Bgy,,,,R,1750,,1622,
0500502036,Solong,050502036,Bgy,,,,R,433,,509,
0500502037,Sua,050502037,Bgy,,,,R,1377,,1490,
0500502038,Sumlang,050502038,Bgy,,,,R,2025,,2088,
0500502039,Tagaytay,050502039,Bgy,,,,U,5652,,6659,
0500502040,Tagoytoy,050502040,Bgy,,,,R,620,,729,
0500502041,Taladong,050502041,Bgy,,,,R,1547,,1625,
0500502042,Taloto,050502042,Bgy,,,,R,998,,971,
0500502043,Taplacon,050502043,Bgy,,,,R,1181,,1202,
0500502044,Tinago,050502044,Bgy,,,,R,2072,,2277,
0500502045,Tumpa,050502045,Bgy,,,,R,1336,,1270,
0500502046,Barangay 1 ,050502046,Bgy,,,,R,1086,,991,
0500502047,Barangay 2 ,050502047,Bgy,,,,R,407,,438,
0500502048,Barangay 3 ,050502048,Bgy,,,,R,534,,587,
0500502049,Barangay 4 ,050502049,Bgy,,,,R,316,,375,
0500502050,Barangay 5 ,050502050,Bgy,,,,R,361,,381,
0500502051,Barangay 6 ,050502051,Bgy,,,,R,385,,347,
0500502052,Barangay 7 ,050502052,Bgy,,,,R,401,,445,
0500502053,Caguiba,050502053,Bgy,,,,R,1566,,1788,
0500503000,Daraga,050503000,Mun,Locsin,,1st,,126595,,133893,
0500503001,Alcala,050503001,Bgy,,,,R,2935,,3190,
0500503002,Alobo,050503002,Bgy,,,,R,841,,794,
0500503003,Anislag,050503003,Bgy,,,,U,11461,,12877,
0500503004,Bagumbayan,050503004,Bgy,,,,U,3416,,4007,
0500503005,Balinad,050503005,Bgy,,,,R,2606,,2683,
0500503006,Bañadero,050503006,Bgy,,,,R,1643,,1754,
0500503007,Bañag,050503007,Bgy,,,,U,2800,,3227,
0500503008,Bascaran,050503008,Bgy,,,,R,4335,,4809,
0500503009,Bigao,050503009,Bgy,,,,R,1073,,1214,
0500503010,Binitayan,050503010,Bgy,,,,U,4447,,4643,
0500503011,Bongalon,050503011,Bgy,,,,R,1148,,1219,
0500503012,Budiao,050503012,Bgy,,,,R,288,,397,
0500503013,Burgos,050503013,Bgy,,,,R,1227,,1249,
0500503014,Busay,050503014,Bgy,,,,R,2065,,2031,
0500503015,Cullat,050503015,Bgy,,,,R,1492,,1609,
0500503016,Canarom,050503016,Bgy,,,,R,513,,536,
0500503017,Dela Paz,050503017,Bgy,,,,R,909,,912,
0500503018,Dinoronan,050503018,Bgy,,,,R,691,,678,
0500503019,Gabawan,050503019,Bgy,,,,R,2151,,2226,
0500503020,Gapo,050503020,Bgy,,,,R,2062,,2231,
0500503021,Ibaugan,050503021,Bgy,,,,R,621,,725,
0500503022,Ilawod Area Pob.,050503022,Bgy,Dist. 2,,,U,2243,,1854,
0500503023,Inarado,050503023,Bgy,,,,R,1804,,1949,
0500503024,Kidaco,050503024,Bgy,,,,R,1373,,1563,
0500503025,Kilicao,050503025,Bgy,,,,R,4328,,4930,
0500503026,Kimantong,050503026,Bgy,,,,R,2144,,2065,
0500503027,Kinawitan,050503027,Bgy,,,,R,451,,420,
0500503028,Kiwalo,050503028,Bgy,,,,R,1387,,1582,
0500503029,Lacag,050503029,Bgy,,,,R,2533,,2683,
0500503030,Mabini,050503030,Bgy,,,,R,673,,720,
0500503031,Malabog,050503031,Bgy,,,,R,4243,,4443,
0500503032,Malobago,050503032,Bgy,,,,R,663,,859,
0500503033,Maopi,050503033,Bgy,,,,R,1197,,1310,
0500503034,Market Area Pob. ,050503034,Bgy,Dist. 1,,,U,2681,,3170,
0500503035,Maroroy,050503035,Bgy,,,,U,5518,,5425,
0500503036,Matnog,050503036,Bgy,,,,R,1772,,1877,
0500503037,Mayon,050503037,Bgy,,,,R,1794,,2047,
0500503038,Mi-isi,050503038,Bgy,,,,R,1108,,1119,
0500503039,Nabasan,050503039,Bgy,,,,R,663,,634,
0500503040,Namantao,050503040,Bgy,,,,R,1608,,1670,
0500503041,Pandan,050503041,Bgy,,,,R,1859,,1930,
0500503042,Peñafrancia,050503042,Bgy,,,,U,3041,,3320,
0500503044,Sagpon,050503044,Bgy,,,,U,6587,,5303,
0500503045,Salvacion,050503045,Bgy,,,,U,3648,,4350,
0500503046,San Rafael,050503046,Bgy,,,,R,288,,298,
0500503047,San Ramon,050503047,Bgy,,,,R,1481,,1617,
0500503048,San Roque,050503048,Bgy,,,,U,4500,,4345,
0500503049,San Vicente Grande,050503049,Bgy,,,,R,1088,,1257,
0500503050,San Vicente Pequeño,050503050,Bgy,,,,R,336,,477,
0500503051,Sipi,050503051,Bgy,,,,R,3750,,3486,
0500503052,Tabon-tabon,050503052,Bgy,,,,R,3124,,3320,
0500503053,Tagas,050503053,Bgy,,,,U,6901,,7636,
0500503054,Talahib,050503054,Bgy,,,,R,643,,561,
0500503055,Villahermosa,050503055,Bgy,,,,R,2442,,2662,
0500504000,Guinobatan,050504000,Mun,,,1st,,82361,,85786,
0500504001,Agpay,050504001,Bgy,,,,R,482,,479,
0500504002,Balite,050504002,Bgy,,,,R,585,,650,
